strain	supernatant	conc	drug	well	tech_repl	biol_repl	plate_number	experiment_number	AUC	maxOD	finalOD
P. merdae	F. nucleatum	0	Niclosamide	A11	tech1	biol2	plate9	181	1.010934202954153	0.9849906191369606	0.9849906191369606
P. merdae	F. nucleatum	0	Niclosamide	A11	tech1	biol3	plate6	183	1.016065314722149	0.996219281663516	0.996219281663516
P. merdae	F. nucleatum	0	Niclosamide	B11	tech2	biol1	plate9	178	0.9998784342329201	1.0346117867165576	1.0346117867165576
P. merdae	F. nucleatum	0	Niclosamide	B11	tech2	biol2	plate9	181	0.989065797045847	1.022514071294559	1.022514071294559
P. merdae	F. nucleatum	0	Niclosamide	B11	tech2	biol3	plate6	183	0.9839346852778509	0.996219281663516	0.996219281663516
P. merdae	F. nucleatum	0	Niclosamide	E3	tech1	biol1	plate5	20	0.9581402302287336	0.9656488549618321	0.9656488549618321
P. merdae	F. nucleatum	0	Niclosamide	E3	tech1	biol2	plate5	21	0.9816149433740257	0.9880404783808646	0.9880404783808646
P. merdae	F. nucleatum	0	Niclosamide	E3	tech1	biol3	plate5	22	0.9793875147232037	1.0278578290105669	1.0278578290105669
P. merdae	F. nucleatum	0	Niclosamide	F3	tech2	biol1	plate5	20	1	0.9961832061068703	0.9961832061068703
P. merdae	F. nucleatum	0	Niclosamide	F3	tech2	biol2	plate5	21	1	0.999080036798528	0.999080036798528
P. merdae	F. nucleatum	0	Niclosamide	F3	tech2	biol3	plate5	22	1	1.0317002881844382	1.0317002881844382
P. merdae	F. nucleatum	0	Niclosamide	G10	tech1	biol1	plate3	48	0.9692841537077497	0.9981515711645101	0.9981515711645101
P. merdae	F. nucleatum	0	Niclosamide	G10	tech1	biol2	plate3	50	0.9774829813230931	0.9899999999999999	0.9899999999999999
P. merdae	F. nucleatum	0	Niclosamide	G10	tech1	biol3	plate3	52	0.9531496062992127	0.9968911917098445	0.9968911917098445
P. merdae	F. nucleatum	0	Niclosamide	G3	tech3	biol1	plate5	20	1.0290028404843774	1.0038167938931297	1.0038167938931297
P. merdae	F. nucleatum	0	Niclosamide	G3	tech3	biol2	plate5	21	1.0048536549492573	0.9806807727690892	0.9806807727690892
P. merdae	F. nucleatum	0	Niclosamide	G3	tech3	biol3	plate5	22	1.0079505300353355	1.0067243035542748	1.0067243035542748
P. merdae	F. nucleatum	0	Niclosamide	H10	tech2	biol1	plate3	48	1.0307158462922503	1.029574861367837	1.029574861367837
P. merdae	F. nucleatum	0	Niclosamide	H10	tech2	biol2	plate3	50	1.022517018676907	1.017272727272727	1.017272727272727
P. merdae	F. nucleatum	0	Niclosamide	H10	tech2	biol3	plate3	52	1.0468503937007876	1.0424870466321245	1.0424870466321245
P. merdae	F. nucleatum	5	Niclosamide	A12	tech1	biol1	plate9	178	0.9435934840748845	0.9410664172123481	0.9410664172123481
P. merdae	F. nucleatum	5	Niclosamide	A12	tech1	biol2	plate9	181	1.0124688279301748	0.9943714821763602	0.9943714821763602
P. merdae	F. nucleatum	5	Niclosamide	A12	tech1	biol3	plate6	183	0.9759020279167765	0.9376181474480151	0.9376181474480151
P. merdae	F. nucleatum	5	Niclosamide	B12	tech2	biol1	plate9	178	0.9837101872112815	1.0028063610851263	1.0028063610851263
P. merdae	F. nucleatum	5	Niclosamide	B12	tech2	biol2	plate9	181	1.0119572862715007	1.0075046904315197	1.0075046904315197
P. merdae	F. nucleatum	5	Niclosamide	B12	tech2	biol3	plate6	183	0.9439030813800369	0.9262759924385633	0.9262759924385633
P. merdae	F. nucleatum	5	Niclosamide	E5	tech1	biol1	plate5	20	0.949917775452235	0.9694656488549618	0.9694656488549618
P. merdae	F. nucleatum	5	Niclosamide	E5	tech1	biol2	plate5	21	0.9513163700544198	0.965961361545538	0.965961361545538
P. merdae	F. nucleatum	5	Niclosamide	E5	tech1	biol3	plate5	22	0.9527385159010601	0.9971181556195966	0.9971181556195966
P. merdae	F. nucleatum	5	Niclosamide	F5	tech2	biol1	plate5	20	0.9730901480041859	0.9809160305343512	0.9809160305343512
P. merdae	F. nucleatum	5	Niclosamide	F5	tech2	biol2	plate5	21	0.9654360935431681	0.965961361545538	0.965961361545538
P. merdae	F. nucleatum	5	Niclosamide	F5	tech2	biol3	plate5	22	0.9818904593639576	1.0182516810758886	1.0182516810758886
P. merdae	F. nucleatum	5	Niclosamide	G11	tech1	biol1	plate3	48	0.9640149081094974	0.9704251386321624	0.9704251386321624
P. merdae	F. nucleatum	5	Niclosamide	G11	tech1	biol2	plate3	50	0.9866759760283934	1.0118181818181817	1.0118181818181817
P. merdae	F. nucleatum	5	Niclosamide	G11	tech1	biol3	plate3	52	0.9263779527559057	0.9450777202072539	0.9450777202072539
P. merdae	F. nucleatum	5	Niclosamide	G5	tech3	biol1	plate5	20	1.0086709523097621	0.9904580152671756	0.9904580152671756
P. merdae	F. nucleatum	5	Niclosamide	G5	tech3	biol2	plate5	21	1.0019120458891013	0.9954001839926402	0.9954001839926402
P. merdae	F. nucleatum	5	Niclosamide	G5	tech3	biol3	plate5	22	0.990135453474676	1.0067243035542748	1.0067243035542748
P. merdae	F. nucleatum	5	Niclosamide	H11	tech2	biol1	plate3	48	1.038041382855674	1.0092421441774493	1.0092421441774493
P. merdae	F. nucleatum	5	Niclosamide	H11	tech2	biol2	plate3	50	0.9529295397684294	0.9936363636363635	0.9936363636363635
P. merdae	F. nucleatum	5	Niclosamide	H11	tech2	biol3	plate3	52	1.0486220472440946	1.0362694300518134	1.0362694300518134
P. merdae	F. nucleatum	10	Niclosamide	A2	tech1	biol1	plate10	178	0.0020138693574700524	-0.010938924339106664	-0.012762078395624443
P. merdae	F. nucleatum	10	Niclosamide	A2	tech1	biol2	plate10	181	0.19547389059859074	0.5052331113225499	0.5052331113225499
P. merdae	F. nucleatum	10	Niclosamide	A2	tech1	biol3	plate7	183	0.0029246673247461355	-0.002862595419847331	-0.010496183206106879
P. merdae	F. nucleatum	10	Niclosamide	B2	tech2	biol1	plate10	178	0.0046200532318431	-0.0018231540565177774	-0.010938924339106664
P. merdae	F. nucleatum	10	Niclosamide	B2	tech2	biol2	plate10	181	0.21350366551113492	0.5337773549000951	0.5337773549000951
P. merdae	F. nucleatum	10	Niclosamide	B2	tech2	biol3	plate7	183	0.003323485596302418	-0.004770992366412218	-0.014312977099236627
P. merdae	F. nucleatum	10	Niclosamide	E4	tech1	biol1	plate5	20	0.013155927642397954	0.03244274809160303	0.03244274809160303
P. merdae	F. nucleatum	10	Niclosamide	E4	tech1	biol2	plate5	21	0.008824827180467712	0.0018399264029438835	-0.0018399264029438326
P. merdae	F. nucleatum	10	Niclosamide	E4	tech1	biol3	plate5	22	0.0036808009422850444	0	-0.005763688760806922
P. merdae	F. nucleatum	10	Niclosamide	F4	tech2	biol1	plate5	20	0.014202421886679613	0.04389312977099235	0.04389312977099235
P. merdae	F. nucleatum	10	Niclosamide	F4	tech2	biol2	plate5	21	0.006765700838358584	0	-0.007359705611775483
P. merdae	F. nucleatum	10	Niclosamide	F4	tech2	biol3	plate5	22	0.007067137809187285	0.005763688760806922	-0.0019212295869356407
P. merdae	F. nucleatum	10	Niclosamide	G12	tech1	biol1	plate3	48	0.5043053592083279	0.7929759704251386	0.7929759704251386
P. merdae	F. nucleatum	10	Niclosamide	G12	tech1	biol2	plate3	50	0.6863326933147146	0.9463636363636362	0.9463636363636362
P. merdae	F. nucleatum	10	Niclosamide	G12	tech1	biol3	plate3	52	0.4196850393700788	0.6093264248704663	0.6093264248704663
P. merdae	F. nucleatum	10	Niclosamide	G4	tech3	biol1	plate5	20	0.018089400508297163	0.06870229007633583	0.06870229007633583
P. merdae	F. nucleatum	10	Niclosamide	G4	tech3	biol2	plate5	21	0.006618620385350679	0.005519779208831651	0
P. merdae	F. nucleatum	10	Niclosamide	G4	tech3	biol3	plate5	22	0.007214369846878687	0.0019212295869356407	-0.007684918347742563
P. merdae	F. nucleatum	10	Niclosamide	H12	tech2	biol1	plate3	48	0.573448142912222	0.8410351201478743	0.8410351201478743
P. merdae	F. nucleatum	10	Niclosamide	H12	tech2	biol2	plate3	50	0.7364868796183162	0.9754545454545454	0.9754545454545454
P. merdae	F. nucleatum	10	Niclosamide	H12	tech2	biol3	plate3	52	0.4401574803149607	0.6383419689119171	0.6383419689119171
P. merdae	MGAM	0	Niclosamide	A2	tech1	biol1	plate1	146	0.9952821043107348	1.0149253731343284	1.0149253731343284
P. merdae	MGAM	0	Niclosamide	A2	tech1	biol1	plate9	178	1.0019217655446035	1.0028063610851263	1.0028063610851263
P. merdae	MGAM	0	Niclosamide	A2	tech1	biol2	plate1	148	1.0043733599900038	1.008662175168431	1.008662175168431
P. merdae	MGAM	0	Niclosamide	A2	tech1	biol2	plate9	181	1.0114543114543115	1.00375234521576	1.00375234521576
P. merdae	MGAM	0	Niclosamide	A2	tech1	biol3	plate1	149	0.9857151926861787	1.0153217568947905	1.0153217568947905
P. merdae	MGAM	0	Niclosamide	A2	tech1	biol3	plate6	183	1.0068992198078535	1.007561436672968	1.007561436672968
P. merdae	MGAM	0	Niclosamide	B2	tech2	biol1	plate1	146	1.0047178956892653	1.0223880597014925	1.0223880597014925
P. merdae	MGAM	0	Niclosamide	B2	tech2	biol1	plate9	178	0.9980782344553965	1.0289990645463052	1.0289990645463052
P. merdae	MGAM	0	Niclosamide	B2	tech2	biol2	plate1	148	0.9956266400099963	1.0279114533205005	1.0279114533205005
P. merdae	MGAM	0	Niclosamide	B2	tech2	biol2	plate9	181	0.9885456885456885	1.0168855534709194	1.0168855534709194
P. merdae	MGAM	0	Niclosamide	B2	tech2	biol3	plate1	149	1.0142848073138213	1.0541368743615935	1.0541368743615935
P. merdae	MGAM	0	Niclosamide	B2	tech2	biol3	plate6	183	0.9931007801921465	1.0170132325141776	1.0170132325141776
P. merdae	MGAM	0	Niclosamide	C3	tech1	biol1	plate2	200	1.056624083890905	1.1187165775401071	1.1187165775401071
P. merdae	MGAM	0	Niclosamide	C3	tech1	biol2	plate4	200	0.9882934891099853	1.0247578040904197	1.0247578040904197
P. merdae	MGAM	0	Niclosamide	C3	tech1	biol3	plate6	200	1.0033873047468433	1.0203045685279188	1.0203045685279188
P. merdae	MGAM	0	Niclosamide	D3	tech2	biol1	plate2	200	1.0493389536386737	1.1251336898395723	1.1251336898395723
P. merdae	MGAM	0	Niclosamide	D3	tech2	biol2	plate4	200	0.9966126952531568	1.0505920344456405	1.0505920344456405
P. merdae	MGAM	0	Niclosamide	D3	tech2	biol3	plate6	200	0.984270416071249	0.9949238578680203	0.9949238578680203
P. merdae	MGAM	0	Niclosamide	E2	tech1	biol1	plate1	66	0.9802107427396557	1.0149911816578485	1.0149911816578485
P. merdae	MGAM	0	Niclosamide	E3	tech1	biol2	plate4	21	0.99025672749768	1.0618955512572534	1.0618955512572534
P. merdae	MGAM	0	Niclosamide	E3	tech1	biol3	plate4	22	0.9804675484466319	1.0208926875593545	1.0208926875593545
P. merdae	MGAM	0	Niclosamide	F2	tech2	biol1	plate1	66	1	1.027336860670194	1.027336860670194
P. merdae	MGAM	0	Niclosamide	F3	tech2	biol2	plate4	21	1	1.0541586073500968	1.0541586073500968
P. merdae	MGAM	0	Niclosamide	F3	tech2	biol3	plate4	22	1.0007689941556444	1.0265906932573599	1.0265906932573599
P. merdae	MGAM	0	Niclosamide	G1	tech1	biol1	plate3	48	0.9746252190278407	1.0184842883548981	1.0184842883548981
P. merdae	MGAM	0	Niclosamide	G1	tech1	biol2	plate3	50	0.9907286342565078	1.0409090909090908	1.0409090909090908
P. merdae	MGAM	0	Niclosamide	G1	tech1	biol3	plate3	52	0.9810576164167324	1.0031088082901554	1.0031088082901554
P. merdae	MGAM	0	Niclosamide	G2	tech3	biol1	plate1	66	1.028141865844256	1.0343915343915344	1.0343915343915344
P. merdae	MGAM	0	Niclosamide	G3	tech3	biol2	plate4	21	1.0296937828642128	1.0599613152804643	1.0599613152804643
P. merdae	MGAM	0	Niclosamide	G3	tech3	biol3	plate4	22	1	1.009496676163343	1.009496676163343
P. merdae	MGAM	0	Niclosamide	H1	tech2	biol1	plate3	48	1.0253747809721592	1.046210720887246	1.046210720887246
P. merdae	MGAM	0	Niclosamide	H1	tech2	biol2	plate3	50	1.0092713657434922	1.028181818181818	1.028181818181818
P. merdae	MGAM	0	Niclosamide	H1	tech2	biol3	plate3	52	1.0189423835832674	1.0196891191709845	1.0196891191709845
P. merdae	MGAM	5	Niclosamide	A3	tech1	biol1	plate1	146	0.002972920571317777	-0.0037313432835820925	-0.009328358208955206
P. merdae	MGAM	5	Niclosamide	A3	tech1	biol1	plate9	178	0.004835410079970237	-0.011225444340505155	-0.01683816651075771
P. merdae	MGAM	5	Niclosamide	A3	tech1	biol2	plate1	148	0.007247282269149076	-0.0019249278152069311	-0.009624639076034655
P. merdae	MGAM	5	Niclosamide	A3	tech1	biol2	plate9	181	0.003346203346203343	0	-0.011257035647279532
P. merdae	MGAM	5	Niclosamide	A3	tech1	biol3	plate1	149	0.0033013776903053817	0.006128702757916247	-0.006128702757916247
P. merdae	MGAM	5	Niclosamide	A3	tech1	biol3	plate6	183	0.00722161325681863	0.009451795841209839	-0.009451795841209839
P. merdae	MGAM	5	Niclosamide	B3	tech2	biol1	plate1	146	0.0011633167452982497	-0.0037313432835820925	-0.007462686567164159
P. merdae	MGAM	5	Niclosamide	B3	tech2	biol1	plate9	178	0.008059016799950388	-0.005612722170252577	-0.0187090739008419
P. merdae	MGAM	5	Niclosamide	B3	tech2	biol2	plate1	148	0.005497938273147575	0	-0.007699711260827725
P. merdae	MGAM	5	Niclosamide	B3	tech2	biol2	plate9	181	0.003346203346203337	-0.0018761726078799265	-0.009380863039399607
P. merdae	MGAM	5	Niclosamide	B3	tech2	biol3	plate1	149	0.007872516030728216	-0.006128702757916247	-0.01838610827374874
P. merdae	MGAM	5	Niclosamide	B3	tech2	biol3	plate6	183	0.009413888709781427	0.009451795841209839	-0.00756143667296787
P. merdae	MGAM	5	Niclosamide	C4	tech1	biol1	plate2	200	0.006304439641353856	-0.0021390374331550824	-0.01711229946524066
P. merdae	MGAM	5	Niclosamide	C4	tech1	biol2	plate4	200	0.00860121313107562	-0.0021528525296017243	-0.017222820236813735
P. merdae	MGAM	5	Niclosamide	C4	tech1	biol3	plate6	200	0.004654546807970768	-0.012690355329949249	-0.02284263959390858
P. merdae	MGAM	5	Niclosamide	D4	tech2	biol1	plate2	200	0.008826215497895397	0	-0.014973262032085577
P. merdae	MGAM	5	Niclosamide	D4	tech2	biol2	plate4	200	0.008037199155267348	0	-0.010764262648008562
P. merdae	MGAM	5	Niclosamide	D4	tech2	biol3	plate6	200	0.002825974847696545	-0.01776649746192888	-0.02538071065989843
P. merdae	MGAM	5	Niclosamide	E3	tech1	biol1	plate1	66	0.008352608583911524	0.007936507936507945	-0.004409171075837698
P. merdae	MGAM	5	Niclosamide	E6	tech1	biol2	plate4	21	0.007114135477884322	0	-0.00386847195357834
P. merdae	MGAM	5	Niclosamide	E6	tech1	biol3	plate4	22	0.004921562596124265	0.008547008547008503	-0.0028490028490028517
P. merdae	MGAM	5	Niclosamide	F3	tech2	biol1	plate1	66	0.008481110254433315	-0.004409171075837698	-0.01499118165784829
P. merdae	MGAM	5	Niclosamide	F6	tech2	biol2	plate4	21	0.005722239406124348	0.00386847195357834	-0.00193423597678917
P. merdae	MGAM	5	Niclosamide	F6	tech2	biol3	plate4	22	0.00476776376499539	0.004748338081671419	-9.496676163342839e-4
P. merdae	MGAM	5	Niclosamide	G2	tech1	biol1	plate3	48	0.016743461613342777	0.06654343807763402	0.03512014787430687
P. merdae	MGAM	5	Niclosamide	G2	tech1	biol2	plate3	50	0.011767502674432358	-0.011818181818181828	-0.028181818181818155
P. merdae	MGAM	5	Niclosamide	G2	tech1	biol3	plate3	52	0.013614838200473533	-0.008290155440414514	-0.0186528497409326
P. merdae	MGAM	5	Niclosamide	G3	tech3	biol1	plate1	66	0.008866615265998462	-8.818342151675493e-4	-0.013227513227513192
P. merdae	MGAM	5	Niclosamide	G6	tech3	biol2	plate4	21	0.026600680482523974	0.030947775628626665	0.030947775628626665
P. merdae	MGAM	5	Niclosamide	G6	tech3	biol3	plate4	22	0.005690556751768691	-0.0028490028490028517	-0.004748338081671419
P. merdae	MGAM	5	Niclosamide	H2	tech2	biol1	plate3	48	0.010253747809721601	0.0036968576709796703	-0.012939001848428847
P. merdae	MGAM	5	Niclosamide	H2	tech2	biol2	plate3	50	0.010816593367407593	9.090909090909098e-4	-0.022727272727272745
P. merdae	MGAM	5	Niclosamide	H2	tech2	biol3	plate3	52	0.005524861878453044	-0.004145077720207257	-0.008290155440414514
P. merdae	MGAM	10	Niclosamide	A4	tech1	biol1	plate1	146	0.004136237316616036	-0.005597014925373139	-0.009328358208955206
P. merdae	MGAM	10	Niclosamide	A4	tech1	biol1	plate9	178	0.0011158638646085136	-0.013096351730589349	-0.0187090739008419
P. merdae	MGAM	10	Niclosamide	A4	tech1	biol2	plate1	148	0.0056228914157191116	-0.0019249278152069311	-0.007699711260827725
P. merdae	MGAM	10	Niclosamide	A4	tech1	biol2	plate9	181	0.0010296010296010304	0.003752345215759853	0
P. merdae	MGAM	10	Niclosamide	A4	tech1	biol3	plate1	149	0.00393625801536411	-0.010214504596527077	-0.024514811031664988
P. merdae	MGAM	10	Niclosamide	A4	tech1	biol3	plate6	183	0.003739764007995327	0.0018903591682419675	-0.011342155009451805
P. merdae	MGAM	10	Niclosamide	B4	tech2	biol1	plate1	146	0.004394752148904502	0	-0.007462686567164159
P. merdae	MGAM	10	Niclosamide	B4	tech2	biol1	plate9	178	0.003347591593825535	-0.009354536950420963	-0.01683816651075771
P. merdae	MGAM	10	Niclosamide	B4	tech2	biol2	plate1	148	0.006372610271148294	-0.005774783445620793	-0.015399422521655423
P. merdae	MGAM	10	Niclosamide	B4	tech2	biol2	plate9	181	0.0023166023166023187	0.003752345215759853	-0.003752345215759853
P. merdae	MGAM	10	Niclosamide	B4	tech2	biol3	plate1	149	0.004952066535458072	-0.004085801838610831	-0.01838610827374874
P. merdae	MGAM	10	Niclosamide	B4	tech2	biol3	plate6	183	0.009800760848539565	0.01512287334593574	-0.011342155009451805
P. merdae	MGAM	10	Niclosamide	C5	tech1	biol1	plate2	200	0.00364256512611556	-0.01069518716577541	-0.01925133689839574
P. merdae	MGAM	10	Niclosamide	C5	tech1	biol2	plate4	200	0.010434258552452393	-0.006458557588805173	-0.01937567276641546
P. merdae	MGAM	10	Niclosamide	C5	tech1	biol3	plate6	200	0.005485715880822684	-0.010152284263959399	-0.02284263959390858
P. merdae	MGAM	10	Niclosamide	D5	tech2	biol1	plate2	200	0.006584636958747357	0	-0.01069518716577541
P. merdae	MGAM	10	Niclosamide	D5	tech2	biol2	plate4	200	0.008742216625027699	0.01076426264800862	-0.0021528525296017243
P. merdae	MGAM	10	Niclosamide	D5	tech2	biol3	plate6	200	0.0028259748476965442	-0.020304568527918728	-0.027918781725888277
P. merdae	MGAM	10	Niclosamide	E4	tech1	biol2	plate4	21	0.006186204763377566	0.013539651837524137	0.005802707930367509
P. merdae	MGAM	10	Niclosamide	E4	tech1	biol3	plate4	22	0.00353737311596425	0.01044634377967707	0.004748338081671419
P. merdae	MGAM	10	Niclosamide	F4	tech2	biol2	plate4	21	0.006340859882462114	0.005802707930367509	0
P. merdae	MGAM	10	Niclosamide	F4	tech2	biol3	plate4	22	0.006151953245155304	0.014245014245014205	0.0028490028490028517
P. merdae	MGAM	10	Niclosamide	G3	tech1	biol2	plate3	50	0.012361820991322964	-0.006363636363636369	-0.024545454545454565
P. merdae	MGAM	10	Niclosamide	G3	tech1	biol3	plate3	52	0.014601420678768694	-0.004145077720207257	-0.01658031088082897
P. merdae	MGAM	10	Niclosamide	G4	tech3	biol2	plate4	21	0.018713269409217446	0.007736943907156626	-0.00193423597678917
P. merdae	MGAM	10	Niclosamide	G4	tech3	biol3	plate4	22	0.0035373731159643	0.008547008547008503	0.0028490028490028517
P. merdae	MGAM	10	Niclosamide	H3	tech2	biol1	plate3	48	0.012460250502952828	0	-0.02218114602587802
P. merdae	MGAM	10	Niclosamide	H3	tech2	biol2	plate3	50	0.009746820397004644	-9.090909090909098e-4	-0.022727272727272745
P. merdae	MGAM	10	Niclosamide	H3	tech2	biol3	plate3	52	0.007498026835043416	0.006217616580310886	-0.0020725388601036286
P. merdae	P. merdae	0	Niclosamide	C6	tech1	biol1	plate2	200	1.0782355469702296	0.9839572192513368	0.9839572192513368
P. merdae	P. merdae	0	Niclosamide	C6	tech1	biol2	plate4	200	0.9765367115710589	0.8719052744886976	0.8719052744886976
P. merdae	P. merdae	0	Niclosamide	C6	tech1	biol3	plate6	200	0.6918572503150794	0.6116751269035533	0.6116751269035533
P. merdae	P. merdae	0	Niclosamide	D6	tech2	biol1	plate2	200	1.1220244618175903	1.0160427807486632	1.0160427807486632
P. merdae	P. merdae	0	Niclosamide	D6	tech2	biol2	plate4	200	1.023463288428941	0.9171151776103336	0.9171151776103336
P. merdae	P. merdae	0	Niclosamide	D6	tech2	biol3	plate6	200	0.7015335754943114	0.6065989847715736	0.6065989847715736
P. merdae	P. merdae	5	Niclosamide	C7	tech1	biol1	plate2	200	0.006914039186425354	-0.006417112299465247	-0.01711229946524066
P. merdae	P. merdae	5	Niclosamide	C7	tech1	biol2	plate4	200	0.011597823177803517	0.008611410118406897	-0.015069967707212011
P. merdae	P. merdae	5	Niclosamide	D7	tech2	biol1	plate2	200	0.010459700307669122	-0.006417112299465247	-0.01925133689839574
P. merdae	P. merdae	5	Niclosamide	D7	tech2	biol2	plate4	200	0.014452671960032104	-0.0021528525296017243	-0.021528525296017183
P. merdae	P. merdae	5	Niclosamide	D7	tech2	biol3	plate6	200	0.003996743008813167	-0.015228426395939099	-0.02284263959390858
P. merdae	P. merdae	10	Niclosamide	C8	tech1	biol1	plate2	200	0.007445888354611919	-0.0021390374331550824	-0.014973262032085577
